Project	Sample	MAPD	variance	amplicon_size
CXP	1762_1_G12	1.0083094788514	0.0168011488313306	27440.0
CXP	5105-2-G4	1.10165778733349	0.0214202892644547	25947.0
CXP	5105-2-H3	1.21283570329283	0.0255447627236913	23202.0
CXP	5105_2_C4	1.36838049227775	0.0246900378274174	26886.0
CXP	5105_2_C5	1.1071830935118	0.0185329236423346	23094.0
CXP	5105_2_D3	0.942079373535479	0.0149033607414412	27501.0
CXP	5105_2_E3	1.11323746023164	0.0194834561427823	21881.0
CXP	5316_1_F10	2.10196308845624	0.154789304672753	6382.0
CXP	5316_2_B4	2.23634351376162	0.221013352262459	4788.0
CXP	5316_2_F8	1.86805203183678	0.11176943555774	7840.0
CXP	5379-1-E9	1.54089852394607	0.0488912497142511	10942.0
CXP	5379-2-B8	1.48215490793722	0.0462222994939278	11087.0
CXP	5379_1_D8	1.64277307683017	0.0728505097218301	8392.0
CXP	5379_2_B11	1.69644464236033	0.0774419579528138	8358.0
CXP	5379_2_C4	1.51798525326165	0.0454011452109551	11492.0
CXP	5379_2_C6	1.41814282262866	0.040845090507774	12017.0
CXP	5416-1-C1	1.67045076949361	0.057521727614815	11166.0
CXP	5416-2-B2	1.32371836452539	0.0575217276148149	11166.0
CXP	5416_1_C3	1.34141383272422	0.0384847555011945	11025.0
CXP	5416_1_D12	1.63950907127831	0.0494047598886255	9714.0
CXP	5416_2_C3	1.66043994067816	0.0537239326067103	9883.0
CXP	5416_2_C6	1.28360947845919	0.0376705277937327	12378.0
CXP	580_1_C5	1.40403077003439	0.0398771491330419	11260.0
CXP	580_1_F6	1.33593167748415	0.0429714612058813	10837.0
CXP	580_2_C12	1.36608686082426	0.0349888999165333	10907.0
CXP	580_2_D3	1.22563274941303	0.0307291474160642	11494.0
CXP	682_1_E10	0.918244557192455	0.0145764229508997	27905.0
CXP	682_1_E9	0.972675234751312	0.0165844518521902	25149.0
CXP	682_1_G9	1.02676818982011	0.0184804615307082	25242.0
CXP	682_1_H1	0.996769875514553	0.0172554481749829	24235.0
Fetal	UMB1932_20150422-BrainNeuN-NeuronD12p1	1.111721	0.0612097625255589	8051.0
Fetal	UMB1932_20150422-BrainNeuN-NeuronE03p1	1.45876	0.0565652743383574	10269.0
Fetal	UMB1932_20150422-BrainNeuN-NeuronE12p1	0.8462759	0.0195023455832669	16052.0
Fetal	UMB1932_20150422-BrainNeuN-NeuronF10p1	1.119236	0.0244687729413156	11968.0
Fetal	UMB46-C09	1.355311	0.0625429933236745	8591.0
Fetal	UMB46-D04	1.401696	0.0426022037493335	10383.0
Fetal	UMB46-D08	1.322824	0.051310283392342	9156.0
Fetal	UMB46-F07	1.282065	0.0572026456766344	9049.0
Hippo	5087-1cp1C6	0.806867169562994	0.0186394660093982	15003.0
Hippo	5087-1cp1C9	0.690642660205236	0.016259399737294	15172.0
Hippo	5087-1cp1D6	1.07510324370527	0.0273485025472192	13299.0
Hippo	5087-1cp1H10b	0.783574585116351	0.0224421319287403	13557.0
Hippo	5087-1cp2A2	0.924974192027981	0.0187872788112679	18989.0
Hippo	5087pfc-Lp1C5	1.10821206699339	0.021567037846671	14043.0
Hippo	5087pfc-Rp1G4	1.03678772363565	0.0285208670008443	11792.0
Hippo	5087pfc-Rp3C5	1.85965725832611	0.105824914722099	6797.0
Hippo	5087pfc-Rp3F4	0.857136601502242	0.0214010969408584	13664.0
Hippo	5532-1cp1E11	0.727914353596615	0.0150239949758647	15359.0
Hippo	5532-1cp1E9	1.11220363714908	0.0274066831578433	13245.0
Hippo	5532-1cp1H11	0.694455818233531	0.0147187847356628	15587.0
Hippo	5532-1cp1H4	0.759008695070529	0.0154805762613452	14170.0
Hippo	5532-1cp1H9	0.711032301349304	0.0155076966589916	15249.0
Hippo	5532pfc-Lp1C5	1.27618164548739	0.0262526524651836	32932.0
Hippo	5532pfc-Lp2C5	1.41817186576698	0.0421003265752608	11538.0
Hippo	5532pfc-Rp1C11	1.46090601314698	0.0610345445501509	8048.0
Hippo	5532pfc-Rp1H7	1.37090573325941	0.144512704042391	5174.0
Hippo	5559_0826-dg-1cp1C11	1.562505	0.0699028851987955	7997.0
Hippo	5559_0826-dg-1cp1F1	1.169713	0.0264736076137042	12787.0
Hippo	5559_0826-dg-1cp3A11	1.217817	0.0290558348681979	11898.0
Hippo	5559_0826-dg-1cp4C11	0.8379031	0.016964792830478	15418.0
Hippo	5559_0826-dg-1cp4E3	1.105079	0.0239592628544962	12944.0
Hippo	5559_0902-pfc-1cp1C4	0.6963742	0.0127048906250376	16909.0
Hippo	5559_0902-pfc-1cp1C7	0.8191077	0.0150041688732605	17867.0
Hippo	5559_0902-pfc-1cp1E2	0.8608424	0.017770093568168	13136.0
Hippo	5559_0902-pfc-1cp1H2	0.8149334	0.0177754088675004	12962.0
Hippo	5559_0902-pfc-1cp2A3	0.701334	0.0126015238252513	15549.0
Hippo	5657_0902-pfc-1cp1D2	1.09423858093109	0.0263702821508572	11986.0
Hippo	5657_0902-pfc-1cp1E11	0.754404019682631	0.0113084546352726	38898.0
Hippo	5657_0902-pfc-1cp2A6	0.722625701828601	0.00995436340518538	41109.0
Hippo	5657_0902-pfc-1cp2F1	0.712022051216458	0.00995378888791587	48193.0
Hippo	5657_0902-pfc-1cp2G9	0.735267409572308	0.0106281157446462	38305.0
Hippo	5657_0908-dg-1cp1G2	1.15326666393407	0.0269061468936899	13426.0
Hippo	5657_0908-dg-1cp2G2	1.42266526487841	0.0363232620396401	11582.0
Hippo	5657_0908-dg-1cp4A12	1.02629384099861	0.0233986526469474	11934.0
Hippo	5657_0908-dg-1cp4B1	1.2433071377004	0.0326754780657714	11365.0
Hippo	5657_0908-dg-1cp4H1	1.11810069524212	0.0250383264121255	12192.0
Muscle	1465-mus-p1D1-final-all	1.09194125772723	0.0333913696918587	8860.0
Muscle	1465-mus-p1E12-final-all	0.785126054778092	0.0155107602289655	13638.0
Muscle	1465-mus-p1E9-final-all	0.855301580046286	0.0218508327378749	9135.0
Muscle	1465-mus-p1H7-final-all	1.24848915282041	0.030825557564952	6708.0
Muscle	1465-mus-p2A12-final-all	0.885907640631261	0.0187464388494349	13658.0
Muscle	1465-mus-p2D8-final-all	1.06587153659799	0.037197729582661	9837.0
Muscle	17gw-Platep2B06-final-all	0.736794916747672	0.0128588853207305	29867.0
Muscle	17gw-Platep2B12-final-all	0.743233265875774	0.0127918613159338	28775.0
Muscle	17gw-Platep2C05-final-all	0.784071316855747	0.0115363826395982	34547.0
Muscle	17gw-Platep2E07-final-all	0.892769774503756	0.0132997701003565	28374.0
Muscle	EG20M-p2A4-final-all	0.950872304620612	0.0179965450375981	13798.0
Muscle	EG20M-P2D2-final-all	0.548083407173764	0.00994919722055663	23716.0
Muscle	EG20M-P2D9-final-all	0.618161781441779	0.0117479426881042	18795.0
Muscle	EG20M-P2e5-final-all	0.597740719969485	0.0113523723561189	17640.0
Normal	1465_MDA_12	0.568587513342846	0.0138832806659335	17408.0
Normal	1465_MDA_18	0.558333508051164	0.0138383843174229	16888.0
Normal	1465_MDA_20	0.53342290224914	0.0131685744956642	17606.0
Normal	1465_MDA_24	0.618259995234115	0.0155143925828083	17544.0
Normal	1465_MDA_25	0.563909297855801	0.0138476497719771	17123.0
Normal	1465_MDA_2_WGSb	0.542248236124283	0.0137272689293413	17645.0
Normal	1465_MDA_30	0.599886790041439	0.0151083042329621	16460.0
Normal	1465_MDA_39	0.594997796752884	0.0150519465463628	16728.0
Normal	1465_MDA_3_WGSb	0.57299966486007	0.0145895133220291	17054.0
Normal	1465_MDA_43	0.535476972224541	0.013316562086389	17006.0
Normal	1465_MDA_46	0.558328665071699	0.0134822195751752	17563.0
Normal	1465_MDA_47	0.558723662205447	0.0137177821289511	17064.0
Normal	1465_MDA_51_WGSb	0.593138027460472	0.0142455740967614	16691.0
Normal	1465_MDA_5	0.574338364106715	0.0157425512653147	15774.0
Normal	1465_MDA_6_WGSb	0.546012966670674	0.0138820874812752	16727.0
Normal	1465_MDA_8	0.616716614634362	0.0161057073461652	15935.0
Normal	4638-MDA-03	0.546312014607762	0.0104815894305795	20966.0
Normal	4638-MDA-11	0.669855068973018	0.012758223003904	18487.0
Normal	4638-MDA-12	0.613298502108092	0.0117023431112822	19207.0
Normal	4638-MDA-13	0.697594722991608	0.0121185320294588	18508.0
Normal	4638-MDA-14	0.69781404958798	0.0121826919954972	17447.0
Normal	4638-MDA-15	0.623808853409833	0.0107024024942245	20745.0
Normal	4638-MDA-20	0.577758429493429	0.0115841337304179	19193.0
Normal	4638-MDA-24	0.658474993011414	0.0126958169894846	17544.0
Normal	4638-MDA-2	0.562211849967407	0.0122576484520046	19742.0
Normal	4638-MDA-4	0.626823860273614	0.0106590910789547	19538.0
Normal	4638-MDA-7	0.563557628669019	0.0113964186394527	15031.0
Normal	4643_MDA_1	0.537109068829871	0.0106646391679678	15651.0
Normal	4643_MDA_23	0.539591105209439	0.0110222044260972	15970.0
Normal	4643_MDA_24	0.516878649884055	0.0105636285661198	16371.0
Normal	4643_MDA_26	0.553454292740144	0.0114349684236792	15464.0
Normal	4643_MDA_2	0.583194800649534	0.0113001439137356	15924.0
Normal	4643_MDA_31	0.606548743613384	0.0126211239895712	15767.0
Normal	4643_MDA_32	0.507316863811104	0.0106318329680992	17141.0
Normal	4643_MDA_3	0.590524598414786	0.0116351808425016	16263.0
Normal	4643_MDA_4	0.542170735748822	0.0114548356373062	15696.0
Normal	4643_MDA_5	0.55009203695515	0.0109143688742791	15476.0
